2d,3d,label
2d/feat2d_F01ANG_18.pt,3d/feat3d_F20ANG_18.pt,-1
2d/feat2d_F01ANG_18.pt,3d/feat3d_M19ANG_18.pt,-1
2d/feat2d_F01ANG_19.pt,3d/feat3d_F01ANG_19.pt,1
2d/feat2d_F01ANG_19.pt,3d/feat3d_F21ANG_19.pt,-1
2d/feat2d_F01ANG_19.pt,3d/feat3d_M20ANG_19.pt,-1
2d/feat2d_F01ANG_20.pt,3d/feat3d_F01ANG_20.pt,1
2d/feat2d_F01ANG_20.pt,3d/feat3d_F01DIS_20.pt,1
2d/feat2d_F01ANG_20.pt,3d/feat3d_F01FEA_20.pt,1
2d/feat2d_F01ANG_20.pt,3d/feat3d_F01HAP_20.pt,1
2d/feat2d_F01ANG_20.pt,3d/feat3d_F01SAD_20.pt,1
2d/feat2d_F01ANG_20.pt,3d/feat3d_F01SUR_20.pt,1
2d/feat2d_F01ANG_20.pt,3d/feat3d_F22ANG_20.pt,-1
2d/feat2d_F01ANG_20.pt,3d/feat3d_M21ANG_20.pt,-1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01DIS_0.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01DIS_5.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01DIS_10.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01DIS_15.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01DIS_20.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01FEA_0.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01HAP_0.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01SAD_0.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F01SUR_0.pt,1
2d/feat2d_F01DIS_0.pt,3d/feat3d_F23DIS_0.pt,-1
2d/feat2d_F01DIS_0.pt,3d/feat3d_M22DIS_0.pt,-1
2d/feat2d_F01DIS_1.pt,3d/feat3d_F01DIS_1.pt,1
2d/feat2d_F01DIS_1.pt,3d/feat3d_F24DIS_1.pt,-1
2d/feat2d_F01DIS_1.pt,3d/feat3d_M23DIS_1.pt,-1
2d/feat2d_F01DIS_2.pt,3d/feat3d_F01DIS_2.pt,1
2d/feat2d_F01DIS_2.pt,3d/feat3d_F25DIS_2.pt,-1
2d/feat2d_F01DIS_2.pt,3d/feat3d_M24DIS_2.pt,-1
2d/feat2d_F01DIS_3.pt,3d/feat3d_F01DIS_3.pt,1
2d/feat2d_F01DIS_3.pt,3d/feat3d_F26DIS_3.pt,-1
2d/feat2d_F01DIS_3.pt,3d/feat3d_M25DIS_3.pt,-1
2d/feat2d_F01DIS_4.pt,3d/feat3d_F01DIS_4.pt,1
2d/feat2d_F01DIS_4.pt,3d/feat3d_F27DIS_4.pt,-1
2d/feat2d_F01DIS_4.pt,3d/feat3d_M26DIS_4.pt,-1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01DIS_5.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01DIS_10.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01DIS_15.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01DIS_20.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01FEA_5.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01HAP_5.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01SAD_5.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F01SUR_5.pt,1
2d/feat2d_F01DIS_5.pt,3d/feat3d_F28DIS_5.pt,-1
2d/feat2d_F01DIS_5.pt,3d/feat3d_M27DIS_5.pt,-1
2d/feat2d_F01DIS_6.pt,3d/feat3d_F01DIS_6.pt,1
2d/feat2d_F01DIS_6.pt,3d/feat3d_F29DIS_6.pt,-1
2d/feat2d_F01DIS_6.pt,3d/feat3d_M28DIS_6.pt,-1
2d/feat2d_F01DIS_7.pt,3d/feat3d_F01DIS_7.pt,1
2d/feat2d_F01DIS_7.pt,3d/feat3d_F30DIS_7.pt,-1
2d/feat2d_F01DIS_7.pt,3d/feat3d_M29DIS_7.pt,-1
2d/feat2d_F01DIS_8.pt,3d/feat3d_F01DIS_8.pt,1
2d/feat2d_F01DIS_8.pt,3d/feat3d_F31DIS_8.pt,-1
2d/feat2d_F01DIS_8.pt,3d/feat3d_M30DIS_8.pt,-1
2d/feat2d_F01DIS_9.pt,3d/feat3d_F01DIS_9.pt,1
2d/feat2d_F01DIS_9.pt,3d/feat3d_F32DIS_9.pt,-1
2d/feat2d_F01DIS_9.pt,3d/feat3d_M31DIS_9.pt,-1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F01DIS_10.pt,1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F01DIS_15.pt,1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F01DIS_20.pt,1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F01FEA_10.pt,1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F01HAP_10.pt,1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F01SAD_10.pt,1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F01SUR_10.pt,1
2d/feat2d_F01DIS_10.pt,3d/feat3d_F33DIS_10.pt,-1
2d/feat2d_F01DIS_10.pt,3d/feat3d_M32DIS_10.pt,-1
2d/feat2d_F01DIS_11.pt,3d/feat3d_F01DIS_11.pt,1
2d/feat2d_F01DIS_11.pt,3d/feat3d_F34DIS_11.pt,-1
2d/feat2d_F01DIS_11.pt,3d/feat3d_M33DIS_11.pt,-1
2d/feat2d_F01DIS_12.pt,3d/feat3d_F01DIS_12.pt,1
2d/feat2d_F01DIS_12.pt,3d/feat3d_F35DIS_12.pt,-1
2d/feat2d_F01DIS_12.pt,3d/feat3d_M34DIS_12.pt,-1
2d/feat2d_F01DIS_13.pt,3d/feat3d_F01DIS_13.pt,1
2d/feat2d_F01DIS_13.pt,3d/feat3d_F36DIS_13.pt,-1
2d/feat2d_F01DIS_13.pt,3d/feat3d_M35DIS_13.pt,-1
2d/feat2d_F01DIS_14.pt,3d/feat3d_F01DIS_14.pt,1
2d/feat2d_F01DIS_14.pt,3d/feat3d_F37DIS_14.pt,-1
2d/feat2d_F01DIS_14.pt,3d/feat3d_M36DIS_14.pt,-1
2d/feat2d_F01DIS_15.pt,3d/feat3d_F01DIS_15.pt,1
2d/feat2d_F01DIS_15.pt,3d/feat3d_F01DIS_20.pt,1
2d/feat2d_F01DIS_15.pt,3d/feat3d_F01FEA_15.pt,1
2d/feat2d_F01DIS_15.pt,3d/feat3d_F01HAP_15.pt,1
2d/feat2d_F01DIS_15.pt,3d/feat3d_F01SAD_15.pt,1
2d/feat2d_F01DIS_15.pt,3d/feat3d_F01SUR_15.pt,1
2d/feat2d_F01DIS_15.pt,3d/feat3d_F38DIS_15.pt,-1
2d/feat2d_F01DIS_15.pt,3d/feat3d_M37DIS_15.pt,-1
2d/feat2d_F01DIS_16.pt,3d/feat3d_F01DIS_16.pt,1
2d/feat2d_F01DIS_16.pt,3d/feat3d_F39DIS_16.pt,-1
2d/feat2d_F01DIS_16.pt,3d/feat3d_M38DIS_16.pt,-1
2d/feat2d_F01DIS_17.pt,3d/feat3d_F01DIS_17.pt,1
2d/feat2d_F01DIS_17.pt,3d/feat3d_F40DIS_17.pt,-1
2d/feat2d_F01DIS_17.pt,3d/feat3d_M39DIS_17.pt,-1
2d/feat2d_F01DIS_18.pt,3d/feat3d_F01DIS_18.pt,1
2d/feat2d_F01DIS_18.pt,3d/feat3d_F41DIS_18.pt,-1
2d/feat2d_F01DIS_18.pt,3d/feat3d_M40DIS_18.pt,-1
2d/feat2d_F01DIS_19.pt,3d/feat3d_F01DIS_19.pt,1
2d/feat2d_F01DIS_19.pt,3d/feat3d_F42DIS_19.pt,-1
2d/feat2d_F01DIS_19.pt,3d/feat3d_M41DIS_19.pt,-1
2d/feat2d_F01DIS_20.pt,3d/feat3d_F01DIS_20.pt,1
2d/feat2d_F01DIS_20.pt,3d/feat3d_F01FEA_20.pt,1
2d/feat2d_F01DIS_20.pt,3d/feat3d_F01HAP_20.pt,1
2d/feat2d_F01DIS_20.pt,3d/feat3d_F01SAD_20.pt,1
2d/feat2d_F01DIS_20.pt,3d/feat3d_F01SUR_20.pt,1
2d/feat2d_F01DIS_20.pt,3d/feat3d_F43DIS_20.pt,-1
2d/feat2d_F01DIS_20.pt,3d/feat3d_M42DIS_20.pt,-1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01FEA_0.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01FEA_5.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01FEA_10.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01FEA_15.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01FEA_20.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01HAP_0.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01SAD_0.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F01SUR_0.pt,1
2d/feat2d_F01FEA_0.pt,3d/feat3d_F44FEA_0.pt,-1
2d/feat2d_F01FEA_0.pt,3d/feat3d_M43FEA_0.pt,-1
2d/feat2d_F01FEA_1.pt,3d/feat3d_F01FEA_1.pt,1
2d/feat2d_F01FEA_1.pt,3d/feat3d_F45FEA_1.pt,-1
2d/feat2d_F01FEA_1.pt,3d/feat3d_M01FEA_1.pt,-1
2d/feat2d_F01FEA_2.pt,3d/feat3d_F01FEA_2.pt,1
2d/feat2d_F01FEA_2.pt,3d/feat3d_F46FEA_2.pt,-1
2d/feat2d_F01FEA_2.pt,3d/feat3d_M02FEA_2.pt,-1
2d/feat2d_F01FEA_3.pt,3d/feat3d_F01FEA_3.pt,1
2d/feat2d_F01FEA_3.pt,3d/feat3d_F47FEA_3.pt,-1
2d/feat2d_F01FEA_3.pt,3d/feat3d_M03FEA_3.pt,-1
2d/feat2d_F01FEA_4.pt,3d/feat3d_F01FEA_4.pt,1
2d/feat2d_F01FEA_4.pt,3d/feat3d_F48FEA_4.pt,-1
2d/feat2d_F01FEA_4.pt,3d/feat3d_M04FEA_4.pt,-1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F01FEA_5.pt,1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F01FEA_10.pt,1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F01FEA_15.pt,1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F01FEA_20.pt,1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F01HAP_5.pt,1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F01SAD_5.pt,1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F01SUR_5.pt,1
2d/feat2d_F01FEA_5.pt,3d/feat3d_F49FEA_5.pt,-1
2d/feat2d_F01FEA_5.pt,3d/feat3d_M05FEA_5.pt,-1
2d/feat2d_F01FEA_6.pt,3d/feat3d_F01FEA_6.pt,1
2d/feat2d_F01FEA_6.pt,3d/feat3d_F50FEA_6.pt,-1
2d/feat2d_F01FEA_6.pt,3d/feat3d_M06FEA_6.pt,-1
2d/feat2d_F01FEA_7.pt,3d/feat3d_F01FEA_7.pt,1
2d/feat2d_F01FEA_7.pt,3d/feat3d_F51FEA_7.pt,-1
2d/feat2d_F01FEA_7.pt,3d/feat3d_M07FEA_7.pt,-1
2d/feat2d_F01FEA_8.pt,3d/feat3d_F01FEA_8.pt,1
2d/feat2d_F01FEA_8.pt,3d/feat3d_F52FEA_8.pt,-1
2d/feat2d_F01FEA_8.pt,3d/feat3d_M08FEA_8.pt,-1
2d/feat2d_F01FEA_9.pt,3d/feat3d_F01FEA_9.pt,1
2d/feat2d_F01FEA_9.pt,3d/feat3d_F53FEA_9.pt,-1
2d/feat2d_F01FEA_9.pt,3d/feat3d_M09FEA_9.pt,-1
2d/feat2d_F01FEA_10.pt,3d/feat3d_F01FEA_10.pt,1
2d/feat2d_F01FEA_10.pt,3d/feat3d_F01FEA_15.pt,1
2d/feat2d_F01FEA_10.pt,3d/feat3d_F01FEA_20.pt,1
2d/feat2d_F01FEA_10.pt,3d/feat3d_F01HAP_10.pt,1
2d/feat2d_F01FEA_10.pt,3d/feat3d_F01SAD_10.pt,1
2d/feat2d_F01FEA_10.pt,3d/feat3d_F01SUR_10.pt,1
2d/feat2d_F01FEA_10.pt,3d/feat3d_F54FEA_10.pt,-1
2d/feat2d_F01FEA_10.pt,3d/feat3d_M10FEA_10.pt,-1
2d/feat2d_F01FEA_11.pt,3d/feat3d_F01FEA_11.pt,1
2d/feat2d_F01FEA_11.pt,3d/feat3d_F55FEA_11.pt,-1
2d/feat2d_F01FEA_11.pt,3d/feat3d_M11FEA_11.pt,-1
2d/feat2d_F01FEA_12.pt,3d/feat3d_F01FEA_12.pt,1
2d/feat2d_F01FEA_12.pt,3d/feat3d_F56FEA_12.pt,-1
2d/feat2d_F01FEA_12.pt,3d/feat3d_M12FEA_12.pt,-1
2d/feat2d_F01FEA_13.pt,3d/feat3d_F01FEA_13.pt,1
2d/feat2d_F01FEA_13.pt,3d/feat3d_F57FEA_13.pt,-1
2d/feat2d_F01FEA_13.pt,3d/feat3d_M13FEA_13.pt,-1
2d/feat2d_F01FEA_14.pt,3d/feat3d_F01FEA_14.pt,1
2d/feat2d_F01FEA_14.pt,3d/feat3d_F58FEA_14.pt,-1
2d/feat2d_F01FEA_14.pt,3d/feat3d_M14FEA_14.pt,-1
2d/feat2d_F01FEA_15.pt,3d/feat3d_F01FEA_15.pt,1
2d/feat2d_F01FEA_15.pt,3d/feat3d_F01FEA_20.pt,1
2d/feat2d_F01FEA_15.pt,3d/feat3d_F01HAP_15.pt,1
2d/feat2d_F01FEA_15.pt,3d/feat3d_F01SAD_15.pt,1
2d/feat2d_F01FEA_15.pt,3d/feat3d_F01SUR_15.pt,1
2d/feat2d_F01FEA_15.pt,3d/feat3d_F01FEA_15.pt,-1
2d/feat2d_F01FEA_15.pt,3d/feat3d_M15FEA_15.pt,-1
2d/feat2d_F01FEA_16.pt,3d/feat3d_F01FEA_16.pt,1
2d/feat2d_F01FEA_16.pt,3d/feat3d_F02FEA_16.pt,-1
2d/feat2d_F01FEA_16.pt,3d/feat3d_M16FEA_16.pt,-1
2d/feat2d_F01FEA_17.pt,3d/feat3d_F01FEA_17.pt,1
2d/feat2d_F01FEA_17.pt,3d/feat3d_F03FEA_17.pt,-1
2d/feat2d_F01FEA_17.pt,3d/feat3d_M17FEA_17.pt,-1
2d/feat2d_F01FEA_18.pt,3d/feat3d_F01FEA_18.pt,1
2d/feat2d_F01FEA_18.pt,3d/feat3d_F04FEA_18.pt,-1
2d/feat2d_F01FEA_18.pt,3d/feat3d_M18FEA_18.pt,-1
2d/feat2d_F01FEA_19.pt,3d/feat3d_F01FEA_19.pt,1
2d/feat2d_F01FEA_19.pt,3d/feat3d_F05FEA_19.pt,-1
2d/feat2d_F01FEA_19.pt,3d/feat3d_M19FEA_19.pt,-1
2d/feat2d_F01FEA_20.pt,3d/feat3d_F01FEA_20.pt,1
2d/feat2d_F01FEA_20.pt,3d/feat3d_F01HAP_20.pt,1
2d/feat2d_F01FEA_20.pt,3d/feat3d_F01SAD_20.pt,1
2d/feat2d_F01FEA_20.pt,3d/feat3d_F01SUR_20.pt,1
2d/feat2d_F01FEA_20.pt,3d/feat3d_F06FEA_20.pt,-1
2d/feat2d_F01FEA_20.pt,3d/feat3d_M20FEA_20.pt,-1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F01HAP_0.pt,1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F01HAP_5.pt,1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F01HAP_10.pt,1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F01HAP_15.pt,1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F01HAP_20.pt,1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F01SAD_0.pt,1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F01SUR_0.pt,1
2d/feat2d_F01HAP_0.pt,3d/feat3d_F07HAP_0.pt,-1
2d/feat2d_F01HAP_0.pt,3d/feat3d_M21HAP_0.pt,-1
2d/feat2d_F01HAP_1.pt,3d/feat3d_F01HAP_1.pt,1
2d/feat2d_F01HAP_1.pt,3d/feat3d_F08HAP_1.pt,-1
2d/feat2d_F01HAP_1.pt,3d/feat3d_M22HAP_1.pt,-1
2d/feat2d_F01HAP_2.pt,3d/feat3d_F01HAP_2.pt,1
2d/feat2d_F01HAP_2.pt,3d/feat3d_F09HAP_2.pt,-1
2d/feat2d_F01HAP_2.pt,3d/feat3d_M23HAP_2.pt,-1
2d/feat2d_F01HAP_3.pt,3d/feat3d_F01HAP_3.pt,1
2d/feat2d_F01HAP_3.pt,3d/feat3d_F10HAP_3.pt,-1
2d/feat2d_F01HAP_3.pt,3d/feat3d_M24HAP_3.pt,-1
2d/feat2d_F01HAP_4.pt,3d/feat3d_F01HAP_4.pt,1
2d/feat2d_F01HAP_4.pt,3d/feat3d_F11HAP_4.pt,-1
2d/feat2d_F01HAP_4.pt,3d/feat3d_M25HAP_4.pt,-1
2d/feat2d_F01HAP_5.pt,3d/feat3d_F01HAP_5.pt,1
2d/feat2d_F01HAP_5.pt,3d/feat3d_F01HAP_10.pt,1
2d/feat2d_F01HAP_5.pt,3d/feat3d_F01HAP_15.pt,1
2d/feat2d_F01HAP_5.pt,3d/feat3d_F01HAP_20.pt,1
2d/feat2d_F01HAP_5.pt,3d/feat3d_F01SAD_5.pt,1
2d/feat2d_F01HAP_5.pt,3d/feat3d_F01SUR_5.pt,1
2d/feat2d_F01HAP_5.pt,3d/feat3d_F12HAP_5.pt,-1
2d/feat2d_F01HAP_5.pt,3d/feat3d_M26HAP_5.pt,-1
2d/feat2d_F01HAP_6.pt,3d/feat3d_F01HAP_6.pt,1
2d/feat2d_F01HAP_6.pt,3d/feat3d_F13HAP_6.pt,-1
2d/feat2d_F01HAP_6.pt,3d/feat3d_M27HAP_6.pt,-1
2d/feat2d_F01HAP_7.pt,3d/feat3d_F01HAP_7.pt,1
2d/feat2d_F01HAP_7.pt,3d/feat3d_F14HAP_7.pt,-1
2d/feat2d_F01HAP_7.pt,3d/feat3d_M28HAP_7.pt,-1
2d/feat2d_F01HAP_8.pt,3d/feat3d_F01HAP_8.pt,1
2d/feat2d_F01HAP_8.pt,3d/feat3d_F15HAP_8.pt,-1
2d/feat2d_F01HAP_8.pt,3d/feat3d_M29HAP_8.pt,-1
2d/feat2d_F01HAP_9.pt,3d/feat3d_F01HAP_9.pt,1
2d/feat2d_F01HAP_9.pt,3d/feat3d_F16HAP_9.pt,-1
2d/feat2d_F01HAP_9.pt,3d/feat3d_M30HAP_9.pt,-1
2d/feat2d_F01HAP_10.pt,3d/feat3d_F01HAP_10.pt,1
2d/feat2d_F01HAP_10.pt,3d/feat3d_F01HAP_15.pt,1
2d/feat2d_F01HAP_10.pt,3d/feat3d_F01HAP_20.pt,1
2d/feat2d_F01HAP_10.pt,3d/feat3d_F01SAD_10.pt,1
2d/feat2d_F01HAP_10.pt,3d/feat3d_F01SUR_10.pt,1
2d/feat2d_F01HAP_10.pt,3d/feat3d_F17HAP_10.pt,-1
2d/feat2d_F01HAP_10.pt,3d/feat3d_M31HAP_10.pt,-1
2d/feat2d_F01HAP_11.pt,3d/feat3d_F01HAP_11.pt,1
2d/feat2d_F01HAP_11.pt,3d/feat3d_F18HAP_11.pt,-1
2d/feat2d_F01HAP_11.pt,3d/feat3d_M32HAP_11.pt,-1
2d/feat2d_F01HAP_12.pt,3d/feat3d_F01HAP_12.pt,1
2d/feat2d_F01HAP_12.pt,3d/feat3d_F19HAP_12.pt,-1
2d/feat2d_F01HAP_12.pt,3d/feat3d_M33HAP_12.pt,-1
2d/feat2d_F01HAP_13.pt,3d/feat3d_F01HAP_13.pt,1
2d/feat2d_F01HAP_13.pt,3d/feat3d_F20HAP_13.pt,-1
2d/feat2d_F01HAP_13.pt,3d/feat3d_M34HAP_13.pt,-1
2d/feat2d_F01HAP_14.pt,3d/feat3d_F01HAP_14.pt,1
2d/feat2d_F01HAP_14.pt,3d/feat3d_F21HAP_14.pt,-1
2d/feat2d_F01HAP_14.pt,3d/feat3d_M35HAP_14.pt,-1
2d/feat2d_F01HAP_15.pt,3d/feat3d_F01HAP_15.pt,1
2d/feat2d_F01HAP_15.pt,3d/feat3d_F01HAP_20.pt,1
2d/feat2d_F01HAP_15.pt,3d/feat3d_F01SAD_15.pt,1
2d/feat2d_F01HAP_15.pt,3d/feat3d_F01SUR_15.pt,1
2d/feat2d_F01HAP_15.pt,3d/feat3d_F22HAP_15.pt,-1
2d/feat2d_F01HAP_15.pt,3d/feat3d_M36HAP_15.pt,-1
